0.0 0.0 -0.392699081699 0.392699081699 0.0 0.0 0.0
 0.05 0.0 -0.392699081699 0.392699081699 0.0 0.0 0.0
 0.1 -3.70041593963e-06 -0.392788168088 0.392882055235 -9.50053094677e-05 -3.70041593963e-06 1.11816264022e-06
 0.15 -1.10444682346e-05 -0.392965051747 0.393244184435 -0.000281398877401 -1.10079378018e-05 2.10306369524e-06
 0.2 -2.19735577072e-05 -0.393228329595 0.3937813183 -0.000555291595502 -2.18247040876e-05 1.81664059882e-06
 0.25 -3.64273498585e-05 -0.393576491212 0.394488992764 -0.000912542901428 -3.60485231355e-05 -7.56919245172e-07
 0.3 -5.43438498019e-05 -0.394007925649 0.395362451253 -0.00134878154327 -5.35730874115e-05 -6.50540008275e-06
 0.35 -7.56594692623e-05 -0.39452092836 0.396396665629 -0.00185942644119 -7.42881820232e-05 -1.61855637422e-05
 0.4 -0.000100309087067 -0.395113708249 0.397586357439 -0.00243970758384 -9.80798887307e-05 -3.04226160262e-05
 0.45 -0.000128226104551 -0.395784394784 0.398926019353 -0.00308468689854 -0.000124830786712 -4.97118162841e-05
 0.5 -0.000159342497265 -0.396531045151 0.400409936713 -0.00378927903581 -0.000154420151306 -7.44219234783e-05
 0.55 -0.000193588864335 -0.39735165141 0.402032209092 -0.00454827201037 -0.0001867241519 -0.000104800185945
 0.6 -0.000230894476752 -0.39824414763 0.403786771778 -0.00535634764226 -0.000221616050039 -0.000140978598534
 0.65 -0.000271187325761 -0.399206416973 0.405667417105 -0.0062081017432 -0.000258966398758 -0.000182981169284
 0.7 -0.00031439417247 -0.400236298687 0.407667815534 -0.00709806399544 -0.000298643244004 -0.000230731957642
 
