0.0 -0.784648801317 -0.19145 0.157150458755
0.05 -0.784648801317 -0.19145 0.157150458755
0.1 -0.784634818709 -0.191447096526 0.157148634012
0.15 -0.784606937625 -0.19144133444 0.157145465808
0.2 -0.784565237717 -0.191432760337 0.157141472954
0.25 -0.784509795325 -0.191421422461 0.157137209342
0.3 -0.784440684702 -0.191407370638 0.157133261462
0.35 -0.784357979298 -0.191390656212 0.157130245889
0.4 -0.784261753065 -0.191371331987 0.157128806746
0.45 -0.784152081773 -0.191349452165 0.157129613152
0.5 -0.784029044327 -0.191325072302 0.157133356668
0.55 -0.783892724043 -0.191298249249 0.157140748746
0.6 -0.783743209899 -0.191269041101 0.157152518179
0.65 -0.783580597721 -0.191237507148 0.157169408577
0.7 -0.783404991299 -0.19120370782 0.157192175867
